Name,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,county_name,state,year
"Northampton County, Virginia",131,12118.0,48.4,37011.0,23331.0,2568.0,21.19161577818122,NORTHAMPTON,VIRGINIA,2016
"Rockbridge County, Virginia",163,22450.0,48.5,52478.0,29603.0,3274.0,14.583518930957684,ROCKBRIDGE,VIRGINIA,2016
"Norton city, Virginia",720,3978.0,39.6,26000.0,19522.0,1040.0,26.143790849673202,"NORTON CITY, VIRGINIA","NORTON CITY, VIRGINIA",2016
"Colonial Heights city, Virginia",570,17554.0,40.6,49639.0,27209.0,2241.0,12.766321066423608,"COLONIAL HEIGHTS CITY, VIRGINIA","COLONIAL HEIGHTS CITY, VIRGINIA",2016
"Bland County, Virginia",021,6612.0,44.9,47800.0,22249.0,555.0,8.39382940108893,BLAND,VIRGINIA,2016
"Winnebago County, Iowa",189,10580.0,42.8,49278.0,25917.0,1023.0,9.669187145557656,WINNEBAGO,IOWA,2016
"Palo Alto County, Iowa",147,9155.0,42.6,49109.0,26776.0,797.0,8.705625341343529,PALO ALTO,IOWA,2016
"Shelby County, Iowa",165,11944.0,47.0,52757.0,28178.0,1174.0,9.829202947086403,SHELBY,IOWA,2016
"Appanoose County, Iowa",007,12602.0,44.8,40817.0,23617.0,1998.0,15.854626249801619,APPANOOSE,IOWA,2016
"Henry County, Iowa",087,19941.0,40.7,49606.0,24380.0,2508.0,12.57710245223409,HENRY,IOWA,2016
"Iowa County, Iowa",095,16326.0,41.8,55099.0,28640.0,1575.0,9.647188533627343,IOWA,IOWA,2016
"Jasper County, Iowa",099,36715.0,42.6,55503.0,26507.0,3227.0,8.78932316491897,JASPER,IOWA,2016
"Page County, Iowa",145,15552.0,44.0,46128.0,25461.0,2193.0,14.10108024691358,PAGE,IOWA,2016
"Winneshiek County, Iowa",191,20789.0,40.6,57009.0,27240.0,1472.0,7.080667660782145,WINNESHIEK,IOWA,2016
"Poweshiek County, Iowa",157,18622.0,41.0,50725.0,26583.0,1687.0,9.059177317151756,POWESHIEK,IOWA,2016
"Pottawattamie County, Iowa",155,93198.0,39.3,53260.0,27948.0,10668.0,11.446597566471384,POTTAWATTAMIE,IOWA,2016
"Marshall County, Iowa",127,40735.0,38.7,54193.0,25197.0,4267.0,10.475021480299496,MARSHALL,IOWA,2016
"Clayton County, Iowa",043,17735.0,45.9,48482.0,26960.0,1841.0,10.380603326755004,CLAYTON,IOWA,2016
"Boone County, Iowa",015,26411.0,41.1,54513.0,28412.0,2659.0,10.06777479080686,BOONE,IOWA,2016
"Bremer County, Iowa",017,24663.0,38.9,64264.0,31001.0,1677.0,6.799659408831042,BREMER,IOWA,2016
"Buena Vista County, Iowa",021,20445.0,35.4,49942.0,25035.0,2575.0,12.594766446563952,BUENA VISTA,IOWA,2016
"Howard County, Iowa",089,9430.0,42.1,49199.0,25567.0,1063.0,11.27253446447508,HOWARD,IOWA,2016
"Emmet County, Iowa",063,9820.0,42.5,45536.0,27807.0,1223.0,12.45417515274949,EMMET,IOWA,2016
"Guthrie County, Iowa",077,10691.0,45.9,52702.0,29938.0,1116.0,10.438686745861004,GUTHRIE,IOWA,2016
"Hancock County, Iowa",081,11006.0,44.2,54813.0,27732.0,1026.0,9.32218789751045,HANCOCK,IOWA,2016
"Madison County, Iowa",121,15661.0,40.9,60326.0,29430.0,1054.0,6.730093863737948,MADISON,IOWA,2016
"Marion County, Iowa",125,33197.0,39.2,57412.0,27020.0,3108.0,9.362291773353014,MARION,IOWA,2016
"Wright County, Iowa",197,12891.0,44.4,46071.0,27111.0,1625.0,12.60569389496548,WRIGHT,IOWA,2016
"Cass County, Iowa",029,13433.0,44.6,45469.0,26411.0,1985.0,14.777041613935829,CASS,IOWA,2016
"Crawford County, Iowa",047,17147.0,37.9,49699.0,26693.0,3681.0,21.467312066250656,CRAWFORD,IOWA,2016
"Fayette County, Iowa",065,20391.0,43.1,47711.0,26002.0,2581.0,12.657544995341082,FAYETTE,IOWA,2016
"Harrison County, Iowa",085,14335.0,44.0,55845.0,27984.0,1474.0,10.282525287757238,HARRISON,IOWA,2016
"Mills County, Iowa",129,14841.0,42.8,66203.0,29492.0,1203.0,8.105922781483727,MILLS,IOWA,2016
"Monona County, Iowa",133,9013.0,47.0,41455.0,26394.0,1273.0,14.124043048929325,MONONA,IOWA,2016
"Osceola County, Iowa",143,6154.0,44.3,48457.0,25936.0,631.0,10.253493662658434,OSCEOLA,IOWA,2016
"Webster County, Iowa",187,37050.0,39.5,42196.0,23921.0,5362.0,14.472334682860998,WEBSTER,IOWA,2016
"Story County, Iowa",169,94834.0,25.8,51201.0,26032.0,19039.0,20.076133032456713,STORY,IOWA,2016
"Black Hawk County, Iowa",013,132821.0,34.8,50348.0,26571.0,19605.0,14.760467094811814,BLACK HAWK,IOWA,2016
"Grundy County, Iowa",075,12373.0,42.5,61606.0,32953.0,722.0,5.835286510951265,GRUNDY,IOWA,2016
"Jones County, Iowa",105,20481.0,43.8,55507.0,27891.0,2034.0,9.931155705287829,JONES,IOWA,2016
"Mitchell County, Iowa",131,10757.0,43.7,52564.0,25990.0,970.0,9.017384029004369,MITCHELL,IOWA,2016
"Montgomery County, Iowa",137,10380.0,45.2,42641.0,23626.0,1529.0,14.730250481695569,MONTGOMERY,IOWA,2016
"Sac County, Iowa",161,10034.0,45.9,49570.0,27088.0,997.0,9.936216862666932,SAC,IOWA,2016
"Mahaska County, Iowa",123,22324.0,39.9,49599.0,25823.0,3010.0,13.483246729976706,MAHASKA,IOWA,2016
"Buchanan County, Iowa",019,21031.0,38.5,55881.0,30216.0,1905.0,9.058057153725454,BUCHANAN,IOWA,2016
"Clinton County, Iowa",045,47972.0,42.2,50067.0,27116.0,6405.0,13.351538397398482,CLINTON,IOWA,2016
"Decatur County, Iowa",053,8210.0,36.8,38467.0,20808.0,1552.0,18.90377588306943,DECATUR,IOWA,2016
"Jefferson County, Iowa",101,17662.0,41.1,45257.0,25120.0,2504.0,14.177329860717926,JEFFERSON,IOWA,2016
"Allamakee County, Iowa",005,14001.0,45.1,48089.0,27027.0,1388.0,9.913577601599886,ALLAMAKEE,IOWA,2016
"Linn County, Iowa",113,218076.0,37.2,60989.0,31854.0,19912.0,9.130761752783433,LINN,IOWA,2016
"Dallas County, Iowa",049,78074.0,35.0,78918.0,40468.0,4424.0,5.666419038348233,DALLAS,IOWA,2016
"O'Brien County, Iowa",141,14055.0,43.4,52474.0,30933.0,1278.0,9.092849519743863,O'BRIEN,IOWA,2016
"Stanton County, Kansas",187,2115.0,39.2,44567.0,22383.0,153.0,7.23404255319149,STANTON,KANSAS,2016
"Meade County, Kansas",119,4310.0,39.6,52960.0,24253.0,591.0,13.712296983758701,MEADE,KANSAS,2016
"Montgomery County, Kansas",125,33765.0,40.0,42646.0,22181.0,6225.0,18.436250555308753,MONTGOMERY,KANSAS,2016
"Pratt County, Kansas",151,9729.0,38.8,48995.0,25745.0,1226.0,12.601500668105663,PRATT,KANSAS,2016
"Rawlins County, Kansas",153,2557.0,50.3,49327.0,27250.0,204.0,7.978099335158388,RAWLINS,KANSAS,2016
"Anderson County, Kansas",003,7858.0,42.0,42146.0,21851.0,1171.0,14.902010689742937,ANDERSON,KANSAS,2016
"Ellsworth County, Kansas",053,6375.0,43.8,49134.0,23851.0,460.0,7.215686274509804,ELLSWORTH,KANSAS,2016
"Geary County, Kansas",061,36818.0,26.2,45243.0,21309.0,4482.0,12.173393448856537,GEARY,KANSAS,2016
"Ford County, Kansas",057,34492.0,31.1,49688.0,20749.0,5871.0,17.0213382813406,FORD,KANSAS,2016
"Lafayette County, Arkansas",073,7127.0,45.3,29882.0,24171.0,1830.0,25.67700294654132,LAFAYETTE,ARKANSAS,2016
"Perry County, Arkansas",105,10246.0,43.7,45819.0,22474.0,1804.0,17.60687097403865,PERRY,ARKANSAS,2016
"Poinsett County, Arkansas",111,24131.0,39.9,35163.0,17710.0,5238.0,21.70651858605114,POINSETT,ARKANSAS,2016
"Sevier County, Arkansas",133,17193.0,35.2,38956.0,17458.0,3804.0,22.125283545629035,SEVIER,ARKANSAS,2016
"Calhoun County, Arkansas",013,5210.0,44.9,35446.0,21093.0,969.0,18.598848368522074,CALHOUN,ARKANSAS,2016
"Bradley County, Arkansas",011,11096.0,40.9,34665.0,20465.0,3163.0,28.505767844268206,BRADLEY,ARKANSAS,2016
"Lawrence County, Arkansas",075,16915.0,41.8,33381.0,18010.0,3840.0,22.70174401418859,LAWRENCE,ARKANSAS,2016
"Polk County, Arkansas",113,20290.0,44.1,33202.0,18097.0,5069.0,24.982750123213407,POLK,ARKANSAS,2016
"Conway County, Arkansas",029,21060.0,41.0,38266.0,21896.0,4482.0,21.28205128205128,CONWAY,ARKANSAS,2016
"Newton County, Arkansas",101,7988.0,47.9,33176.0,17790.0,1713.0,21.44466700050075,NEWTON,ARKANSAS,2016
"Little River County, Arkansas",081,12616.0,41.6,35396.0,20237.0,2384.0,18.896639188332276,LITTLE RIVER,ARKANSAS,2016
"Lonoke County, Arkansas",085,71279.0,35.8,56156.0,24501.0,8535.0,11.974073710349472,LONOKE,ARKANSAS,2016
"Miller County, Arkansas",091,43666.0,37.6,39955.0,21217.0,8749.0,20.036183758530665,MILLER,ARKANSAS,2016
"St. Francis County, Arkansas",123,27023.0,38.0,35066.0,16540.0,5761.0,21.318876512600376,ST. FRANCIS,ARKANSAS,2016
"White County, Arkansas",145,78823.0,36.1,42197.0,22510.0,13201.0,16.747649797647895,WHITE,ARKANSAS,2016
"Merced County, California",047,265001.0,30.6,44397.0,19130.0,62661.0,23.645571148788118,MERCED,CALIFORNIA,2016
"Mariposa County, California",043,17645.0,50.6,49265.0,27832.0,2849.0,16.146217058656845,MARIPOSA,CALIFORNIA,2016
"Yuba County, California",115,73897.0,32.2,48739.0,21418.0,15080.0,20.406782413359135,YUBA,CALIFORNIA,2016
"Contra Costa County, California",013,1107925.0,39.1,82881.0,40792.0,111922.0,10.101947333980188,CONTRA COSTA,CALIFORNIA,2016
"Lassen County, California",035,31945.0,36.4,51457.0,20072.0,3558.0,11.137893254030365,LASSEN,CALIFORNIA,2016
"Stanislaus County, California",099,530561.0,33.8,51591.0,22915.0,95739.0,18.04486194801352,STANISLAUS,CALIFORNIA,2016
"Sonoma County, California",097,497776.0,41.2,66833.0,35639.0,55095.0,11.068231493683905,SONOMA,CALIFORNIA,2016
"Tehama County, California",103,63015.0,40.6,40687.0,21521.0,13363.0,21.206062048718557,TEHAMA,CALIFORNIA,2016
"Mono County, California",051,14051.0,38.9,58937.0,31059.0,1222.0,8.696889901074657,MONO,CALIFORNIA,2016
"San Benito County, California",069,58051.0,35.1,73814.0,27848.0,6224.0,10.721606862930871,SAN BENITO,CALIFORNIA,2016
"Sacramento County, California",067,1479300.0,35.7,57509.0,28292.0,260877.0,17.63516528087609,SACRAMENTO,CALIFORNIA,2016
"El Dorado County, California",017,183000.0,45.2,72586.0,37089.0,17839.0,9.748087431693989,EL DORADO,CALIFORNIA,2016
"Monterey County, California",053,430201.0,33.7,60889.0,25947.0,66289.0,15.408843773027026,MONTEREY,CALIFORNIA,2016
"Sierra County, California",091,2931.0,55.2,43984.0,31873.0,329.0,11.224837939269873,SIERRA,CALIFORNIA,2016
"Lincoln County, Maine",015,34165.0,50.1,53515.0,30022.0,4050.0,11.854236792038636,LINCOLN,MAINE,2016
"Waldo County, Maine",027,39071.0,45.4,45480.0,25270.0,6097.0,15.604924368457423,WALDO,MAINE,2016
"Penobscot County, Maine",019,152978.0,41.6,45302.0,25035.0,23793.0,15.553216802416033,PENOBSCOT,MAINE,2016
"Piscataquis County, Maine",021,17044.0,50.0,36938.0,22398.0,3448.0,20.2299929593992,PISCATAQUIS,MAINE,2016
"Androscoggin County, Maine",001,107376.0,40.7,48728.0,25788.0,15370.0,14.314185665325585,ANDROSCOGGIN,MAINE,2016
"Aroostook County, Maine",003,69405.0,46.9,38087.0,22483.0,11929.0,17.187522512787265,AROOSTOOK,MAINE,2016
"Washington County, Maine",029,31925.0,47.3,39469.0,23113.0,5561.0,17.418950665622553,WASHINGTON,MAINE,2016
"Cumberland County, Maine",005,288204.0,42.1,61902.0,35066.0,31192.0,10.822889342271447,CUMBERLAND,MAINE,2016
"Knox County, Maine",013,39717.0,47.5,52239.0,28413.0,4577.0,11.524032530150818,KNOX,MAINE,2016
"Sagadahoc County, Maine",023,35134.0,45.8,55766.0,31085.0,3718.0,10.582341891045711,SAGADAHOC,MAINE,2016
"York County, Maine",031,200536.0,44.4,59132.0,31574.0,18486.0,9.21829496948179,YORK,MAINE,2016
"Kennebec County, Maine",011,120953.0,44.0,48570.0,26418.0,17110.0,14.145990591386736,KENNEBEC,MAINE,2016
"Franklin County, Maine",007,30270.0,45.3,43007.0,23596.0,4089.0,13.508424182358771,FRANKLIN,MAINE,2016
"Somerset County, Maine",025,51363.0,45.4,40484.0,21961.0,9118.0,17.75207834433347,SOMERSET,MAINE,2016
"Hancock County, Maine",009,54483.0,47.9,50037.0,30042.0,6420.0,11.783492098452728,HANCOCK,MAINE,2016
"Worcester County, Maryland",047,51441.0,49.4,57227.0,32988.0,5162.0,10.034797146245213,WORCESTER,MARYLAND,2016
"Baltimore city, Maryland",510,621000.0,34.7,44262.0,27129.0,137964.0,22.216425120772946,"BALTIMORE CITY, MARYLAND","BALTIMORE CITY, MARYLAND",2016
"Somerset County, Maryland",039,25899.0,37.0,35886.0,17143.0,4826.0,18.633924089733195,SOMERSET,MARYLAND,2016
"Talbot County, Maryland",041,37668.0,49.4,61395.0,40533.0,4064.0,10.788998619517892,TALBOT,MARYLAND,2016
"Harford County, Maryland",025,249776.0,40.3,81052.0,36411.0,19012.0,7.611620011530331,HARFORD,MARYLAND,2016
"Howard County, Maryland",027,308447.0,38.7,113800.0,49667.0,15109.0,4.898410423832944,HOWARD,MARYLAND,2016
"Prince George's County, Maryland",033,897693.0,36.1,75925.0,33220.0,84744.0,9.440198375168348,PRINCE GEORGE'S,MARYLAND,2016
"Baltimore County, Maryland",005,825666.0,39.1,68989.0,35777.0,74876.0,9.06855798833911,BALTIMORE,MARYLAND,2016
"Frederick County, Maryland",021,243465.0,39.2,85715.0,38280.0,16995.0,6.9804694719980285,FREDERICK,MARYLAND,2016
"Garrett County, Maryland",023,29677.0,44.8,46277.0,25096.0,3666.0,12.353000640226439,GARRETT,MARYLAND,2016
"Kent County, Maryland",029,19819.0,46.5,55028.0,30080.0,2193.0,11.06513951258893,KENT,MARYLAND,2016
"Carroll County, Maryland",013,167535.0,42.4,87060.0,38408.0,9383.0,5.600620765810129,CARROLL,MARYLAND,2016
"Queen Anne's County, Maryland",035,48712.0,43.8,85891.0,39593.0,3139.0,6.443997372310724,QUEEN ANNE'S,MARYLAND,2016
"Charles County, Maryland",017,154357.0,37.9,91373.0,37680.0,11637.0,7.53901669506404,CHARLES,MARYLAND,2016
"Washington County, Maryland",043,149571.0,40.7,56316.0,27586.0,18166.0,12.145402517867769,WASHINGTON,MARYLAND,2016
"Carroll County, Mississippi",015,10301.0,45.2,40278.0,22519.0,1759.0,17.076012037666246,CARROLL,MISSISSIPPI,2016
"George County, Mississippi",039,23313.0,36.8,47313.0,20640.0,4096.0,17.5695963625445,GEORGE,MISSISSIPPI,2016
"Grenada County, Mississippi",043,21518.0,40.3,33026.0,20562.0,5090.0,23.654614741146947,GRENADA,MISSISSIPPI,2016
"Jefferson County, Mississippi",063,7528.0,36.3,23773.0,13703.0,2812.0,37.3538788522848,JEFFERSON,MISSISSIPPI,2016
"Newton County, Mississippi",101,21652.0,37.8,35527.0,20896.0,4895.0,22.607611306114908,NEWTON,MISSISSIPPI,2016
"Prentiss County, Mississippi",117,25339.0,39.5,33509.0,18313.0,5485.0,21.646473815067683,PRENTISS,MISSISSIPPI,2016
"Sharkey County, Mississippi",125,4662.0,38.7,28878.0,15430.0,1435.0,30.78078078078078,SHARKEY,MISSISSIPPI,2016
"Choctaw County, Mississippi",019,8320.0,43.0,32953.0,18434.0,1993.0,23.954326923076923,CHOCTAW,MISSISSIPPI,2016
"Hancock County, Mississippi",045,46028.0,41.8,46542.0,23221.0,8490.0,18.44529416876684,HANCOCK,MISSISSIPPI,2016
"Itawamba County, Mississippi",057,23511.0,40.0,35380.0,19707.0,4544.0,19.327123474118498,ITAWAMBA,MISSISSIPPI,2016
"Issaquena County, Mississippi",055,1352.0,42.3,24306.0,17282.0,431.0,31.87869822485207,ISSAQUENA,MISSISSIPPI,2016
"Jackson County, Mississippi",059,140850.0,38.0,49158.0,24350.0,21818.0,15.490237841675542,JACKSON,MISSISSIPPI,2016
"Leflore County, Mississippi",083,30500.0,32.8,25356.0,15370.0,11765.0,38.57377049180328,LEFLORE,MISSISSIPPI,2016
"Tunica County, Mississippi",143,10407.0,32.4,31918.0,16950.0,2925.0,28.106082444508505,TUNICA,MISSISSIPPI,2016
"Claiborne County, Mississippi",021,9209.0,33.0,25000.0,12944.0,3554.0,38.592681072863506,CLAIBORNE,MISSISSIPPI,2016
"Harrison County, Mississippi",047,198570.0,35.7,43095.0,22517.0,40538.0,20.41496701415118,HARRISON,MISSISSIPPI,2016
"Lauderdale County, Mississippi",075,79233.0,37.4,38399.0,21575.0,17541.0,22.13850289652039,LAUDERDALE,MISSISSIPPI,2016
"Lincoln County, Mississippi",085,34691.0,38.1,36250.0,19418.0,8687.0,25.041076936381195,LINCOLN,MISSISSIPPI,2016
"Simpson County, Mississippi",127,27279.0,37.9,37285.0,18495.0,7299.0,26.75684592543715,SIMPSON,MISSISSIPPI,2016
"Winston County, Mississippi",159,18519.0,40.8,32820.0,21943.0,5113.0,27.60948215346401,WINSTON,MISSISSIPPI,2016
"Attala County, Mississippi",007,19085.0,40.6,33018.0,20283.0,4574.0,23.966465810846213,ATTALA,MISSISSIPPI,2016
"Lamar County, Mississippi",073,59623.0,34.3,53888.0,28101.0,9535.0,15.99215068010667,LAMAR,MISSISSIPPI,2016
"Lee County, Mississippi",081,85281.0,36.9,43224.0,22741.0,15531.0,18.21155943293348,LEE,MISSISSIPPI,2016
"Tallahatchie County, Mississippi",135,14776.0,35.2,29837.0,12747.0,3002.0,20.31672983216026,TALLAHATCHIE,MISSISSIPPI,2016
"Smith County, Mississippi",129,16137.0,40.6,33696.0,22129.0,3640.0,22.556856912685134,SMITH,MISSISSIPPI,2016
"Warren County, Mississippi",149,47834.0,38.0,40475.0,22110.0,11252.0,23.523017100806957,WARREN,MISSISSIPPI,2016
"Clarke County, Mississippi",023,16203.0,42.0,36441.0,20431.0,3087.0,19.0520274023329,CLARKE,MISSISSIPPI,2016
"Montgomery County, Mississippi",097,10353.0,42.3,31207.0,19706.0,2913.0,28.136771950159375,MONTGOMERY,MISSISSIPPI,2016
"Oktibbeha County, Mississippi",105,49424.0,25.2,33431.0,20128.0,14343.0,29.020314017481386,OKTIBBEHA,MISSISSIPPI,2016
"Webster County, Mississippi",155,9922.0,40.1,37083.0,20722.0,2110.0,21.26587381576295,WEBSTER,MISSISSIPPI,2016
"Alcorn County, Mississippi",003,37309.0,39.7,38892.0,20006.0,7305.0,19.57972607145729,ALCORN,MISSISSIPPI,2016
"Clay County, Mississippi",025,20147.0,38.6,33142.0,19097.0,5159.0,25.60679009281779,CLAY,MISSISSIPPI,2016
"Covington County, Mississippi",031,19503.0,38.2,31684.0,16941.0,4943.0,25.344818745833976,COVINGTON,MISSISSIPPI,2016
"Humphreys County, Mississippi",053,8822.0,35.6,23442.0,13977.0,3706.0,42.00861482656994,HUMPHREYS,MISSISSIPPI,2016
"Dauphin County, Pennsylvania",043,271962.0,39.6,54968.0,30068.0,35950.0,13.218758503026159,DAUPHIN,PENNSYLVANIA,2016
"Franklin County, Pennsylvania",055,152707.0,40.9,55751.0,27706.0,17504.0,11.462473887902977,FRANKLIN,PENNSYLVANIA,2016
"Union County, Pennsylvania",119,45178.0,39.1,51349.0,23316.0,3991.0,8.833945725795742,UNION,PENNSYLVANIA,2016
"Wayne County, Pennsylvania",127,51307.0,47.0,50595.0,24962.0,6034.0,11.760578478570176,WAYNE,PENNSYLVANIA,2016
"Bedford County, Pennsylvania",009,48852.0,45.4,46746.0,23632.0,6846.0,14.013755833947434,BEDFORD,PENNSYLVANIA,2016
"Monroe County, Pennsylvania",089,167126.0,42.0,58980.0,26128.0,20071.0,12.009501813003363,MONROE,PENNSYLVANIA,2016
"Huntingdon County, Pennsylvania",061,45844.0,42.7,45250.0,22217.0,5572.0,12.154262280778292,HUNTINGDON,PENNSYLVANIA,2016
"Washington County, Pennsylvania",125,208269.0,44.3,57534.0,31561.0,20471.0,9.829115230783266,WASHINGTON,PENNSYLVANIA,2016
"Philadelphia County, Pennsylvania",101,1559938.0,33.9,39770.0,23696.0,392356.0,25.152025272799303,PHILADELPHIA,PENNSYLVANIA,2016
"York County, Pennsylvania",133,440604.0,40.8,59853.0,28975.0,45113.0,10.238899329102777,YORK,PENNSYLVANIA,2016
"Indiana County, Pennsylvania",063,87491.0,39.0,45118.0,23886.0,14533.0,16.610851401858476,INDIANA,PENNSYLVANIA,2016
"Cumberland County, Pennsylvania",041,243838.0,40.7,62640.0,33079.0,19828.0,8.131628376216996,CUMBERLAND,PENNSYLVANIA,2016
"Allegheny County, Pennsylvania",003,1230360.0,40.8,54357.0,33830.0,152390.0,12.38580578042199,ALLEGHENY,PENNSYLVANIA,2016
"Westmoreland County, Pennsylvania",129,359377.0,46.3,54142.0,30153.0,36398.0,10.128082765452437,WESTMORELAND,PENNSYLVANIA,2016
"Forest County, Pennsylvania",053,7493.0,42.8,36594.0,13283.0,387.0,5.1648204991325235,FOREST,PENNSYLVANIA,2016
"Blair County, Pennsylvania",013,125917.0,43.1,44033.0,24466.0,18196.0,14.450789011809366,BLAIR,PENNSYLVANIA,2016
"Lawrence County, Pennsylvania",073,88528.0,44.6,45764.0,25614.0,12374.0,13.977498644496656,LAWRENCE,PENNSYLVANIA,2016
"Bradford County, Pennsylvania",015,61808.0,44.3,51035.0,26255.0,7562.0,12.23466217965312,BRADFORD,PENNSYLVANIA,2016
"Cambria County, Pennsylvania",021,137762.0,44.7,42917.0,23993.0,20274.0,14.716685297832493,CAMBRIA,PENNSYLVANIA,2016
"Chester County, Pennsylvania",029,512028.0,40.3,88995.0,44299.0,35883.0,7.008015186669479,CHESTER,PENNSYLVANIA,2016
"Berks County, Pennsylvania",011,414097.0,39.8,57068.0,27844.0,57329.0,13.844340818697068,BERKS,PENNSYLVANIA,2016
"Mifflin County, Pennsylvania",087,46585.0,43.5,42019.0,21665.0,6676.0,14.330793173768381,MIFFLIN,PENNSYLVANIA,2016
"Mercer County, Missouri",129,3702.0,43.9,41817.0,20701.0,530.0,14.31658562938952,MERCER,MISSOURI,2016
"Campbell County, Virginia",031,55061.0,42.8,47005.0,25219.0,6799.0,12.348122990864677,CAMPBELL,VIRGINIA,2016
"Henrico County, Virginia",087,321921.0,38.1,63699.0,34993.0,33818.0,10.505061800876613,HENRICO,VIRGINIA,2016
"King George County, Virginia",099,25260.0,37.0,84342.0,35201.0,1395.0,5.522565320665083,KING GEORGE,VIRGINIA,2016
"Lancaster County, Virginia",103,11055.0,56.4,50118.0,32013.0,1095.0,9.905020352781547,LANCASTER,VIRGINIA,2016
"Lee County, Virginia",105,24911.0,43.2,31577.0,17820.0,6080.0,24.40688852314239,LEE,VIRGINIA,2016
"Mathews County, Virginia",115,8848.0,51.5,64049.0,34918.0,843.0,9.52757685352622,MATHEWS,VIRGINIA,2016
"Middlesex County, Virginia",119,10728.0,53.1,53093.0,29391.0,1130.0,10.533184190902311,MIDDLESEX,VIRGINIA,2016
"Prince George County, Virginia",149,37664.0,37.0,64805.0,26721.0,3231.0,8.578483432455394,PRINCE GEORGE,VIRGINIA,2016
"Richmond County, Virginia",159,8868.0,43.5,44919.0,19191.0,1173.0,13.227334235453315,RICHMOND,VIRGINIA,2016
"Scott County, Virginia",169,22378.0,45.7,38017.0,20935.0,4355.0,19.461077844311376,SCOTT,VIRGINIA,2016
"Spotsylvania County, Virginia",177,129181.0,37.3,79742.0,32367.0,10920.0,8.45325550971118,SPOTSYLVANIA,VIRGINIA,2016
"Appomattox County, Virginia",011,15314.0,42.8,52134.0,24902.0,2633.0,17.19341778764529,APPOMATTOX,VIRGINIA,2016
"Franklin County, Virginia",067,56230.0,45.4,48720.0,26188.0,7950.0,14.138360305886538,FRANKLIN,VIRGINIA,2016
"King and Queen County, Virginia",097,7140.0,45.8,48852.0,25392.0,1013.0,14.18767507002801,KING AND QUEEN,VIRGINIA,2016
"Montgomery County, Virginia",121,97227.0,27.9,49712.0,26819.0,21191.0,21.795386055313852,MONTGOMERY,VIRGINIA,2016
"New Kent County, Virginia",127,20051.0,44.0,75303.0,35723.0,970.0,4.837663956909879,NEW KENT,VIRGINIA,2016
"Cumberland County, Virginia",049,9769.0,44.4,37489.0,22126.0,2204.0,22.561162862114852,CUMBERLAND,VIRGINIA,2016
"Dickenson County, Virginia",051,15304.0,43.4,31226.0,20757.0,3196.0,20.883429168844746,DICKENSON,VIRGINIA,2016
"Halifax County, Virginia",083,35305.0,45.7,37001.0,20706.0,6498.0,18.405325024784023,HALIFAX,VIRGINIA,2016
"Loudoun County, Virginia",107,362435.0,35.5,125672.0,48578.0,14313.0,3.949121911515168,LOUDOUN,VIRGINIA,2016
"Prince William County, Virginia",153,443630.0,34.4,98546.0,37063.0,30869.0,6.958276040844848,PRINCE WILLIAM,VIRGINIA,2016
"Southampton County, Virginia",175,18291.0,45.6,51032.0,24018.0,2475.0,13.531244874528456,SOUTHAMPTON,VIRGINIA,2016
"Highland County, Virginia",091,2230.0,59.8,44877.0,28736.0,279.0,12.511210762331839,HIGHLAND,VIRGINIA,2016
"Caroline County, Virginia",033,29640.0,39.8,57294.0,26577.0,3600.0,12.145748987854251,CAROLINE,VIRGINIA,2016
"Gloucester County, Virginia",073,37021.0,44.3,62878.0,31072.0,2798.0,7.5578725588179685,GLOUCESTER,VIRGINIA,2016
"Patrick County, Virginia",141,18180.0,48.4,35999.0,20526.0,3968.0,21.826182618261825,PATRICK,VIRGINIA,2016
"Powhatan County, Virginia",145,28286.0,44.3,77684.0,32770.0,1431.0,5.05903980767871,POWHATAN,VIRGINIA,2016
"Shenandoah County, Virginia",171,42857.0,44.8,50450.0,26444.0,4514.0,10.532701775672585,SHENANDOAH,VIRGINIA,2016
"Fauquier County, Virginia",061,68025.0,41.6,91221.0,41921.0,4042.0,5.941933112826167,FAUQUIER,VIRGINIA,2016
"Staunton city, Virginia",790,24234.0,42.6,42948.0,26678.0,3622.0,14.945943715441116,"STAUNTON CITY, VIRGINIA","STAUNTON CITY, VIRGINIA",2016
"Fluvanna County, Virginia",065,26046.0,42.6,66425.0,30230.0,1726.0,6.626737310911464,FLUVANNA,VIRGINIA,2016
"Amelia County, Virginia",007,12793.0,44.3,58269.0,25335.0,1465.0,11.451575080121941,AMELIA,VIRGINIA,2016
"Radford city, Virginia",750,17186.0,22.7,31457.0,18108.0,5580.0,32.468288141510534,"RADFORD CITY, VIRGINIA","RADFORD CITY, VIRGINIA",2016
"Winchester city, Virginia",840,27349.0,37.0,46466.0,26984.0,3847.0,14.066327836483966,"WINCHESTER CITY, VIRGINIA","WINCHESTER CITY, VIRGINIA",2016
"Accomack County, Virginia",001,33060.0,45.4,38503.0,23337.0,6341.0,19.180278281911676,ACCOMACK,VIRGINIA,2016
"Craig County, Virginia",045,5195.0,47.0,40500.0,22371.0,667.0,12.839268527430221,CRAIG,VIRGINIA,2016
"Floyd County, Virginia",063,15587.0,45.8,47288.0,24121.0,1832.0,11.75338423044845,FLOYD,VIRGINIA,2016
"Giles County, Virginia",071,16871.0,43.6,47675.0,25333.0,1970.0,11.676841918084287,GILES,VIRGINIA,2016
