year,state,state_po,county_name,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Winner
2016,MISSOURI,MO,BUTLER,42887.0,40.2,36302.0,20042.0,21.108960757339055,Republican
2016,MISSOURI,MO,BUTLER,42887.0,40.2,36302.0,20042.0,21.108960757339055,Republican
2016,MISSOURI,MO,CARROLL,9009.0,42.8,41537.0,24484.0,18.115218115218116,Republican
2016,MISSOURI,MO,CARROLL,9009.0,42.8,41537.0,24484.0,18.115218115218116,Republican
2016,"VIRGINIA BEACH CITY, VIRGINIA",,"VIRGINIA BEACH CITY, VIRGINIA",449733.0,35.4,67719.0,33250.0,7.987850569115453,
2016,VIRGINIA,VA,ALLEGHANY,15919.0,48.0,45538.0,25220.0,17.884289214146616,Republican
2016,VIRGINIA,VA,ALLEGHANY,15919.0,48.0,45538.0,25220.0,17.884289214146616,Republican
2016,"GALAX CITY, VIRGINIA",,"GALAX CITY, VIRGINIA",6858.0,45.1,31110.0,20796.0,23.94284047827355,
2016,VIRGINIA,VA,WESTMORELAND,17528.0,46.5,51566.0,29824.0,11.068005476951164,Republican
2016,VIRGINIA,VA,WESTMORELAND,17528.0,46.5,51566.0,29824.0,11.068005476951164,Republican
2016,VIRGINIA,VA,NORTHUMBERLAND,12272.0,55.5,54440.0,32238.0,10.94361147327249,Republican
2016,VIRGINIA,VA,NORTHUMBERLAND,12272.0,55.5,54440.0,32238.0,10.94361147327249,Republican
2016,VIRGINIA,VA,PULASKI,34417.0,45.6,49469.0,25738.0,13.048784031147399,Republican
2016,VIRGINIA,VA,PULASKI,34417.0,45.6,49469.0,25738.0,13.048784031147399,Republican
2016,VIRGINIA,VA,WARREN,38807.0,40.8,63734.0,29179.0,10.145076919112531,Republican
2016,VIRGINIA,VA,WARREN,38807.0,40.8,63734.0,29179.0,10.145076919112531,Republican
2016,"DANVILLE CITY, VIRGINIA",,"DANVILLE CITY, VIRGINIA",42360.0,41.5,33721.0,21742.0,21.56515580736544,
2016,"FREDERICKSBURG CITY, VIRGINIA",,"FREDERICKSBURG CITY, VIRGINIA",27853.0,29.5,53980.0,30480.0,15.05762395433167,
2016,VIRGINIA,VA,AMHERST,31999.0,43.9,47002.0,23372.0,13.766055189224664,Republican
2016,VIRGINIA,VA,AMHERST,31999.0,43.9,47002.0,23372.0,13.766055189224664,Republican
2016,VIRGINIA,VA,BATH,4558.0,47.2,44985.0,28210.0,8.183413777972795,Republican
2016,VIRGINIA,VA,BATH,4558.0,47.2,44985.0,28210.0,8.183413777972795,Republican
2016,"HOPEWELL CITY, VIRGINIA",,"HOPEWELL CITY, VIRGINIA",22332.0,36.5,40814.0,21827.0,20.190757657173563,
2016,"NEWPORT NEWS CITY, VIRGINIA",,"NEWPORT NEWS CITY, VIRGINIA",181606.0,32.9,50089.0,25520.0,15.294648855214035,
2016,VIRGINIA,VA,FREDERICK,82321.0,40.3,68929.0,31555.0,5.8308329587833,Republican
2016,VIRGINIA,VA,FREDERICK,82321.0,40.3,68929.0,31555.0,5.8308329587833,Republican
2016,"LYNCHBURG CITY, VIRGINIA",,"LYNCHBURG CITY, VIRGINIA",78755.0,28.6,40728.0,22016.0,21.075487270649482,
2016,VIRGINIA,VA,YORK,66919.0,39.5,83410.0,36722.0,6.0550815164601985,Republican
2016,VIRGINIA,VA,YORK,66919.0,39.5,83410.0,36722.0,6.0550815164601985,Republican
2016,"MARTINSVILLE CITY, VIRGINIA",,"MARTINSVILLE CITY, VIRGINIA",13551.0,42.7,31719.0,22221.0,23.311932698693823,
2016,VIRGINIA,VA,NELSON,14831.0,48.7,50994.0,29769.0,14.328096554514193,Republican
2016,VIRGINIA,VA,NELSON,14831.0,48.7,50994.0,29769.0,14.328096554514193,Republican
2016,VIRGINIA,VA,PITTSYLVANIA,62392.0,46.0,43087.0,22650.0,14.832029747403514,Republican
2016,VIRGINIA,VA,PITTSYLVANIA,62392.0,46.0,43087.0,22650.0,14.832029747403514,Republican
2016,"BUENA VISTA CITY, VIRGINIA",,"BUENA VISTA CITY, VIRGINIA",6610.0,35.1,29109.0,16405.0,25.62783661119516,
2016,"FALLS CHURCH CITY, VIRGINIA",,"FALLS CHURCH CITY, VIRGINIA",13597.0,38.9,115244.0,66104.0,2.6844156799293963,
2016,"PETERSBURG CITY, VIRGINIA",,"PETERSBURG CITY, VIRGINIA",31997.0,38.8,32169.0,20464.0,28.72456792824327,
2016,"POQUOSON CITY, VIRGINIA",,"POQUOSON CITY, VIRGINIA",12068.0,43.4,84643.0,39020.0,4.665230361286046,
2016,"FAIRFAX CITY, VIRGINIA",,"FAIRFAX CITY, VIRGINIA",23620.0,39.6,104065.0,45222.0,5.990685859441151,
2016,"WAYNESBORO CITY, VIRGINIA",,"WAYNESBORO CITY, VIRGINIA",21366.0,39.5,45097.0,22967.0,15.683796686324067,
2016,"ROANOKE CITY, VIRGINIA",,"ROANOKE CITY, VIRGINIA",99329.0,38.1,39201.0,23611.0,21.75598264353814,
2016,"SUFFOLK CITY, VIRGINIA",,"SUFFOLK CITY, VIRGINIA",87061.0,38.4,65435.0,30331.0,11.387418017252271,
2016,"NORFOLK CITY, VIRGINIA",,"NORFOLK CITY, VIRGINIA",245724.0,30.2,45268.0,25450.0,18.845127053116503,
2016,VIRGINIA,VA,CHESTERFIELD,331839.0,38.6,73869.0,33848.0,7.277022893632153,Republican
2016,VIRGINIA,VA,CHESTERFIELD,331839.0,38.6,73869.0,33848.0,7.277022893632153,Republican
2016,VIRGINIA,VA,FAIRFAX,1132887.0,37.6,114329.0,51851.0,5.941104452606482,Democrat
2016,VIRGINIA,VA,FAIRFAX,1132887.0,37.6,114329.0,51851.0,5.941104452606482,Democrat
2016,VIRGINIA,VA,FAIRFAX,1132887.0,37.6,114329.0,51851.0,5.941104452606482,Democrat
2016,VIRGINIA,VA,FAIRFAX,1132887.0,37.6,114329.0,51851.0,5.941104452606482,Democrat
2016,WASHINGTON,WA,OKANOGAN,41299.0,43.0,41158.0,22544.0,20.913339306036466,Republican
2016,WASHINGTON,WA,OKANOGAN,41299.0,43.0,41158.0,22544.0,20.913339306036466,Republican
2016,WASHINGTON,WA,KITTITAS,42785.0,33.7,47898.0,25147.0,19.637723501227065,Republican
2016,WASHINGTON,WA,KITTITAS,42785.0,33.7,47898.0,25147.0,19.637723501227065,Republican
2016,WASHINGTON,WA,BENTON,187519.0,35.5,61147.0,29529.0,13.757005956729719,Republican
2016,WASHINGTON,WA,BENTON,187519.0,35.5,61147.0,29529.0,13.757005956729719,Republican
2016,WASHINGTON,WA,CLARK,450893.0,37.8,62879.0,30207.0,10.151632427205568,Democrat
2016,WASHINGTON,WA,CLARK,450893.0,37.8,62879.0,30207.0,10.151632427205568,Democrat
2016,WASHINGTON,WA,ASOTIN,22113.0,44.6,45550.0,25760.0,14.263103151992041,Republican
2016,WASHINGTON,WA,ASOTIN,22113.0,44.6,45550.0,25760.0,14.263103151992041,Republican
2016,WASHINGTON,WA,ADAMS,19100.0,28.6,47554.0,17781.0,22.6282722513089,Republican
2016,WASHINGTON,WA,ADAMS,19100.0,28.6,47554.0,17781.0,22.6282722513089,Republican
2016,WASHINGTON,WA,GARFIELD,2231.0,47.7,51395.0,23313.0,11.205737337516808,Republican
2016,WASHINGTON,WA,GARFIELD,2231.0,47.7,51395.0,23313.0,11.205737337516808,Republican
2016,WASHINGTON,WA,MASON,61060.0,45.9,51764.0,25628.0,16.60006550933508,Republican
2016,WASHINGTON,WA,MASON,61060.0,45.9,51764.0,25628.0,16.60006550933508,Republican
2016,WASHINGTON,WA,SKAGIT,120475.0,41.3,56433.0,28586.0,14.778999792488069,Democrat
2016,WASHINGTON,WA,SKAGIT,120475.0,41.3,56433.0,28586.0,14.778999792488069,Democrat
2016,WASHINGTON,WA,STEVENS,43744.0,46.4,44115.0,22745.0,16.30623628383321,Republican
2016,WASHINGTON,WA,STEVENS,43744.0,46.4,44115.0,22745.0,16.30623628383321,Republican
2016,WASHINGTON,WA,SPOKANE,485859.0,37.3,50550.0,26860.0,15.120024533866822,Republican
2016,WASHINGTON,WA,SPOKANE,485859.0,37.3,50550.0,26860.0,15.120024533866822,Republican
2016,WASHINGTON,WA,LINCOLN,10326.0,48.7,47676.0,25382.0,14.584543869843115,Republican
2016,WASHINGTON,WA,LINCOLN,10326.0,48.7,47676.0,25382.0,14.584543869843115,Republican
2016,WASHINGTON,WA,CHELAN,74761.0,39.8,51845.0,26109.0,12.46371771378125,Republican
2016,WASHINGTON,WA,CHELAN,74761.0,39.8,51845.0,26109.0,12.46371771378125,Republican
